UNITID,OPEID,OPEID6,INSTNM,CITY,STABBR,ZIP,ACCREDAGENCY,INSTURL,NPCURL,NUMBRANCH,CONTROL,LATITUDE,LONGITUDE,ADM_RATE,ADM_RATE_ALL,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG_ALL,UGDS,PPTUG_EF,CURROPER,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,PFTFAC,MN_EARN_WNE_P6,MD_EARN_WNE_P6,MN_EARN_WNE_P7,MN_EARN_WNE_P8,MD_EARN_WNE_P8,MN_EARN_WNE_P9,MN_EARN_WNE_P10,MD_EARN_WNE_P10
490294,4260200,42602,Elite Cosmetology Barber & Spa Academy,Yakima,WA,98902-5105,National Accrediting Commission of Career Arts and Sciences,elitecbsacademy.com/,elitecbsacademy.com/pages/npcalc.htm,1,3,46.584032,-120.54382,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,141,0.2553,1,\N,\N,14500,\N,\N,\N,\N,\N,\N,\N,\N,\N
490300,4260400,42604,Cutting Edge Academy,Succasunna,NJ,07876-1311,National Accrediting Commission of Career Arts and Sciences,www.cuttingedgeacademynj.com/,www.cuttingedgeacademynj.com/,1,3,40.86887,-74.644718,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,91,0.5275,1,\N,\N,15775,\N,\N,\N,\N,\N,\N,\N,\N,\N
490319,4261200,42612,Yeshiva Bais Aharon,Lakewood,NJ,08701-2053,Association of Institutions of Jewish Studies,https://www.yeshivabaisaharon.com/,yeshivabaisaharon.com/wp-content/uploads/Net Price 18.html,1,2,40.101002,-74.203094,0.875,0.875,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,24,0,1,9250,9250,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
490328,4261500,42615,Mechon L'hoyroa,Monsey,NY,10952-2710,Association of Institutions of Jewish Studies,https://www.mechonlhoyroa.com/,https://mechonlhoyroa.com/wp-content/uploads/Net Price Calculator.pdf,1,2,41.117029,-74.058177,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,57,0,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
490337,4262100,42621,My Beauty & Barber College,Sacramento,CA,95823-4687,National Accrediting Commission of Career Arts and Sciences,www.mybeautycollege.com/,calculator.mybeautycollege.com/,1,3,38.473648,-121.431533,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,99,0.3838,1,\N,\N,13100,\N,\N,\N,\N,\N,\N,\N,\N,\N
490346,4262200,42622,Elyon College,Brooklyn,NY,11204-4801,Accrediting Council for Continuing Education & Training,elyon.edu/,elyon.edu/,1,2,40.611081,-73.980593,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,44,0,1,14020,14020,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
490373,4262900,42629,Western Michigan University Homer Stryker M.D. School of Medicine,Kalamazoo,MI,49007,Higher Learning Commission,med.wmich.edu/,med.wmich.edu/,1,2,42.289571,-85.57943,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
490382,4263000,42630,Harmony Health Care Institute,Merrimack,NH,03054-0000,Accrediting Commission of Career Schools and Colleges,www.harmony-health.org/,www.harmony-health.org/netprice.html,1,3,42.804167,-71.488336,0.6364,0.6364,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,25,0,1,\N,\N,22995,\N,\N,\N,\N,\N,\N,\N,\N,\N
490391,4263500,42635,American Beauty Schools,Miami,FL,33144-0000,Council on Occupational Education,www.americanbeautyschools.com/,americanbeautyschools.com/?page_id=926,1,3,25.761572,-80.327707,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,37,0,1,\N,\N,10450,\N,\N,\N,\N,\N,\N,\N,\N,\N
490407,4264600,42646,Hogan Institute of Cosmetology and Esthetics,Lilburn,GA,30047-3717,National Accrediting Commission of Career Arts and Sciences,www.hoganinstituteofcosmetologyandesthetics.com/,www.hoganice.edu/,1,3,33.896591,-84.141162,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,142,0.331,1,\N,\N,18700,\N,\N,\N,\N,\N,\N,\N,\N,\N
490416,4264800,42648,J's Barber College,New Iberia,LA,70560-6138,National Accrediting Commission of Career Arts and Sciences,jsbarbercollege.com/,calculator.jsbarbercollege.com/,1,3,29.993445,-91.829017,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,33,0,1,\N,\N,15850,\N,\N,\N,\N,\N,\N,\N,\N,\N
490425,4265400,42654,Ann Webb Skin Institute,Austin,TX,78759-3936,National Accrediting Commission of Career Arts and Sciences,awskininstitute.com/,www.awskininstitute.com/net-price-calculator,1,3,30.419687,-97.751895,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,146,0,1,\N,\N,13035,\N,\N,\N,\N,\N,\N,\N,\N,\N
490434,4266100,42661,Apex Academy Hair Skin Nails School of Cosmetology,Ontario,OH,44906-1793,National Accrediting Commission of Career Arts and Sciences,https://www.apexacademy2013.com/,https://www.apexacademy2013.com/financial-aid.html,1,3,40.771672,-82.577702,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,35,0,1,\N,\N,13500,\N,\N,\N,\N,\N,\N,\N,\N,\N
490443,4267700,42677,The Esthetic Institute,Vienna,VA,22182-3818,National Accrediting Commission of Career Arts and Sciences,estheticinstitute.com/,www.esthetic-institute.com/NetPrice/npcalc.htm,1,3,38.914385,-77.234171,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,126,0.0635,1,\N,\N,9000,\N,\N,\N,\N,\N,\N,\N,\N,\N
490452,4268000,42680,Kor Beauty Academy,Peoria,AZ,85382-4958,National Accrediting Commission of Career Arts and Sciences,korbeautyacademy.org/,korbeautyacademy.org/,1,3,33.634726,-112.220934,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,31,0.5484,1,\N,\N,15250,\N,\N,\N,\N,\N,\N,\N,\N,\N
490461,4246300,42463,EduMed Partners,Goodlettsville,TN,37072-2329,Council on Occupational Education,www.edumed-partners.com/,www.edumed-partners.com/financial-assistance-financial-aid/,1,3,36.299536,-86.700979,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,105,0,1,\N,\N,4300,\N,\N,\N,\N,\N,\N,\N,\N,\N
490470,4246500,42465,Massage Institute of Memphis,Memphis,TN,38104-4138,Accrediting Commission of Career Schools and Colleges,www.themassageinstitute.com/,www.themassageinstitute.com/calculator/,1,3,35.134871,-89.992526,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,24,0,1,\N,\N,9900,\N,\N,\N,\N,\N,\N,\N,\N,\N
490489,4248700,42487,Metro Detroit Barber College,Detroit,MI,48221-2650,National Accrediting Commission of Career Arts and Sciences,mdbcollege.org/,nces.ed.gov/ipeds/netpricecalculator/#/,1,2,42.416931,-83.145979,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,27,0.0741,1,\N,\N,12077,\N,\N,\N,\N,\N,\N,\N,\N,\N
490498,4260500,42605,Digital Media Institute at InterTech,Shreveport,LA,71103-3600,Council on Occupational Education,www.dmi.edu/,npcalc.sharca.de/,1,2,32.480613,-93.771686,0.5,0.5,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,36,0,1,\N,\N,27730,\N,\N,\N,\N,\N,\N,\N,\N,\N
490504,4264500,42645,Yeshiva Ohr Naftoli,New Windsor,NY,12553-8006,Association of Institutions of Jewish Studies,https://www.yeshivaohrnaftoli.com/,https://yeshivaohrnaftoli.com/wp-content/uploads/Net Price 18.html,1,2,41.456984,-74.046291,1,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,28,0,1,9926,9926,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
490513,4266000,42660,Bais Medrash Mayan Hatorah,Lakewood,NJ,8701,Association of Institutions of Jewish Studies,https://baismedrashmayanhatorah.com/,https://baismedrashmayanhatorah.com/wp-content/uploads/Net Price 18.html,1,2,40.107414,-74.204332,0.4688,0.4688,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,37,0.0811,1,10650,10650,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
490522,4267200,42672,Allgood Beauty Institute,Frisco,TX,75033-4112,Council on Occupational Education,allgoodbeauty.com/,allgoodbeauty.com/,1,3,33.15731,-96.804131,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,16,0.0625,1,\N,\N,12950,\N,\N,\N,\N,\N,\N,\N,\N,\N
490531,4268100,42681,Ray J's College of Hair,Baton Rouge,LA,70806-1522,National Accrediting Commission of Career Arts and Sciences,www.rayjscollegeofhair.info/,https://www.rayjscollegeofhair.info/net-price-calculator.html,1,3,30.464941,-91.111011,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,35,0.4,1,\N,\N,16690,\N,\N,\N,\N,\N,\N,\N,\N,\N
490540,4270100,42701,Delta Designs Cosmetology School,Wynne,AR,72396-1602,\N,www.deltadesignscosmetologyschool.com/admissionsfinancial-aid.html,deltadesignscosmetologyschool.com/,1,3,35.232221,-90.785831,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,30,0.1667,0,\N,\N,16575,\N,\N,\N,\N,\N,\N,\N,\N,\N
490559,2583001,25830,Gwinnett Institute,Orlando,FL,32826-9998,Accrediting Council for Independent Colleges and Schools,www.gwinnettcollege.edu/,www.gwinnettcollege.edu/title-ix-disclosures/,2,3,28.571233,-81.208356,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,508,0,1,\N,\N,25100,0,\N,25322,\N,\N,26808,\N,\N,29617
490568,3915303,39153,Career Quest Learning Center-Mt. Pleasant,Mount Pleasant,MI,48858-4427,\N,www.careerquest.edu/,www.careerquest.edu/net-price-calculator/,3,3,43.580687,-84.768341,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,150,0,0,\N,\N,17727,\N,\N,23189,\N,\N,25646,\N,\N,26323
490601,247401,2474,Kansas City University,Joplin,MO,64804-1598,Higher Learning Commission,www.kansascity.edu/,www.kansascity.edu/admissions/financial-aid/tuition-fees/com/,2,2,37.057686,-94.527028,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,0.5,\N,\N,\N,\N,\N,\N,\N,\N
490674,4125502,41255,Manuel and Theresa's School of Hair Design,Brenham,TX,77833-3033,National Accrediting Commission of Career Arts and Sciences,www.manuelandtheresasschoolofhair.com/,www.manuelandtheresasschoolofhair.com/net-price-calculator/,3,3,30.176143,-96.387591,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,0,1,\N,\N,15000,\N,\N,17595,\N,\N,19573,\N,\N,\N
490692,4254900,42549,Cincinnati School of Barbering & Hair Design,Cincinnati,OH,45239,National Accrediting Commission of Career Arts and Sciences,cincinnatischoolofbarbering.com/,cincinnatischoolofbarbering.com/price_calculator/calc2019.html,1,3,39.206754,-84.582563,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,52,0,1,\N,\N,12444,\N,\N,\N,\N,\N,\N,\N,\N,\N
490717,4269800,42698,L Makeup Institute,Las Vegas,NV,89145,Accrediting Commission of Career Schools and Colleges,lmi.edu/,lmi.edu/wp-content/uploads/2021/06/index.html,1,3,36.166597,-115.286321,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,69,0,1,\N,\N,22525,\N,\N,\N,\N,\N,\N,\N,\N,\N
490735,4168701,41687,Peloton College,Arlington,TX,76011-9998,Council on Occupational Education,pelotoncollege.edu/,www.pelotoncollege.edu/financial-aid/,2,3,32.758324,-97.092451,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,160,0,1,\N,\N,14425,\N,\N,32549,\N,\N,35447,\N,\N,\N
490744,4272400,42724,Northern Technical College,Pine Bluff,AR,71601,National Accrediting Commission of Career Arts and Sciences,www.northerntechnicalcolleges.com/,https://www.northerntechnicalcolleges.com/financial-aid,1,3,34.214189,-91.979767,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,23,0,1,\N,\N,17995,\N,\N,\N,\N,\N,\N,\N,\N,\N
490753,4279800,42798,Maine Media College,Rockport,ME,04856-5952,New England Commission on Higher Education,https://www.mainemedia.edu/college/,\N,1,2,44.193709,-69.076508,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4,\N,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
490805,182700,1827,Purdue University Northwest,Hammond,IN,46323,Higher Learning Commission,www.pnw.edu/,https://www.pnw.edu/financial-aid/cost/net-price-calculator/,1,1,41.584324,-87.474236,0.3028,0.3028,480,580,480,570,\N,\N,530,525,\N,19,25,18,24,18,25,\N,\N,22,21,22,\N,1071,7184,0.2785,1,7942,14734,\N,0.9966,\N,38320,\N,\N,40014,\N,\N,42030
490814,2099708,20997,Ross Medical Education Center - Kalamazoo,Kalamazoo,MI,49009,Accrediting Bureau of Health Education Schools,www.rosseducation.edu/,rosseducation.edu/consumer-info/#npc,9,3,42.290629,-85.651779,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,130,0,1,\N,\N,15990,\N,\N,24472,\N,\N,25314,\N,\N,25892
490832,2339710,23397,Ross College-Canton,Canton,OH,44718-3674,Accrediting Bureau of Health Education Schools,www.rosseducation.edu/,rosseducation.edu/consumer-info/#npc,11,3,40.844938,-81.429021,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,279,0.1613,1,\N,\N,45360,\N,\N,24111,\N,\N,25897,\N,\N,26103
490841,2533606,25336,Ross College-Grand Rapids North,Grand Rapids,MI,49525,Accrediting Bureau of Health Education Schools,www.rosseducation.edu/,rosseducation.edu/consumer-info/#npc,7,3,43.035323,-85.629017,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,246,0,1,\N,\N,15990,\N,\N,25242,\N,\N,26784,\N,\N,27986
490869,2106606,21066,American Institute-Somerset,Somerset,NJ,08873-1100,Accrediting Bureau of Health Education Schools,www.americaninstitute.com/,www.americaninstitute.edu/npc/toms-river.htm,5,3,40.55089,-74.544122,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,390,0,1,\N,\N,18495,\N,\N,22885,\N,\N,29321,\N,\N,28619
490878,3062703,30627,Platt College-Anaheim,Anaheim,CA,92806-5949,Accrediting Commission of Career Schools and Colleges,www.plattcollege.edu/,plattcollege.edu/financial-aid/#calculator,4,3,33.809417,-117.878211,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,452,0,1,14354,14354,\N,0.1887,\N,33814,\N,\N,33315,\N,\N,34601
490896,4229100,42291,Advantage Career Institute,Eatontown,NJ,7724,Middle States Commission on Secondary Education,www.aci.edu/,www.aci.edu/financial-aid-options/net-price-calculator/,1,3,40.279075,-74.049694,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,77,0.1299,1,\N,\N,9403,\N,\N,\N,\N,\N,\N,\N,\N,\N
490948,4179901,41799,Bull City Durham Beauty and Barber College,Durham,NC,27701,National Accrediting Commission of Career Arts and Sciences,www.bullcitybarbercollege.com/,www.tomorrowsimage.com/,3,3,35.989115,-78.889993,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,18,0,1,\N,\N,15735,\N,\N,\N,\N,\N,\N,\N,\N,\N
490975,2190704,21907,Fortis College-Cutler Bay,Cutler Bay,FL,33157-7693,Accrediting Commission of Career Schools and Colleges,https://fortis.edu/campuses/florida/cutler-bay/19600-south-dixie-highway-cutler-bay-fl.aspx,https://fortis.edu/campuses/florida/cutler-bay/19600-south-dixie-highway-cutler-bay-fl.aspx,3,3,25.585653,-80.363995,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,388,0.0361,1,15414,15414,\N,0.1111,\N,28718,\N,\N,30606,\N,\N,37058
491057,4265900,42659,Yeshiva Kollel Tifereth Elizer,Brooklyn,NY,11219,Association of Advanced Rabbinical and Talmudic Schools,https://www.yeshivakolleltiferethelizer.com/,https://yeshivakolleltiferethelizer.com/wp-content/uploads/Net Price Calculator.pdf,1,2,40.637096,-73.992171,0.625,0.625,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,171,0,1,11360,11360,\N,0.9231,\N,\N,\N,\N,\N,\N,\N,\N
491066,4274500,42745,Strand Institute of Beauty & Esthetics,Portland,TX,78374,National Accrediting Commission of Career Arts and Sciences,thestrandinstitute.edu/,www.thestrandinstitute.edu/wp-content/uploads/calc/npcalc.htm,1,3,27.878924,-97.319593,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,54,0.463,1,\N,\N,13025,\N,\N,\N,\N,\N,\N,\N,\N,\N
491075,4274100,42741,Arkansas Welding Academy,Jacksonville,AR,72076,Council on Occupational Education,https://www.arkansasweldingacademy.com/,https://custom.secureserver.net/Review/2019_02/10663c61-859f-48d4-af50-52cf1fce6b06index.html,1,3,34.883474,-92.139911,0.7895,0.7895,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,28,0,1,\N,\N,21910,\N,\N,\N,\N,\N,\N,\N,\N,\N
491084,3789306,37893,Unitech Training Academy-Baton Rouge,Baton Rouge,LA,70816-4040,Council on Occupational Education,www.unitechtrainingacademy.com/,www.unitechtrainingacademy.com/net-price-calculator/,7,3,30.417257,-91.063026,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,60,0,1,\N,\N,14600,\N,\N,20732,\N,\N,21730,\N,\N,20766
491136,1054215,10542,Empire Beauty School-Tampa,Tampa,FL,33619-2619,National Accrediting Commission of Career Arts and Sciences,www.empire.edu/,www.empire.edu/net-price-calculator,13,3,27.941959,-82.338274,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,91,0.3736,1,\N,\N,16320,\N,\N,20872,\N,\N,21825,\N,\N,24220
491145,1260613,12606,Empire Beauty School-Lakeland,Lakeland,FL,33809-0514,National Accrediting Commission of Career Arts and Sciences,www.empire.edu/,www.empire.edu/net-price-calculator,9,3,28.108318,-81.973025,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,92,0.3043,1,\N,\N,16320,\N,\N,20056,\N,\N,22527,\N,\N,26171
491181,3083704,30837,Galen College of Nursing-ARH,Hazard,KY,41701-9519,Southern Association of Colleges and Schools Commission on Colleges,www.galencollege.edu/nursing-programs/hazard/,galencollege.studentaidcalculator.com/welcome.aspx,5,3,37.285896,-83.205298,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,509,0.3163,1,\N,\N,41380,0.6667,\N,48295,\N,\N,51259,\N,\N,54373
491190,2155309,21553,The Chicago School of Professional Psychology at San Diego,San Diego,CA,92101-7903,Western Association of Schools and Colleges Senior Colleges and University Commission,https://www.thechicagoschool.edu/san-diego/,https://www.thechicagoschool.edu/admissions/financial-aid/funding-your-education/,8,2,32.718575,-117.167054,\N,0.101,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N,\N,45351,\N,\N,55514,\N,\N,52835
491215,4291100,42911,Commercial Divers International,Goodyear,AZ,85338-3693,Council on Occupational Education,commercialdiversinternational.edu/,https://commercialdiversinternational.edu/financial-aid,1,3,33.409576,-112.408598,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,69,0,1,\N,\N,24475,\N,\N,\N,\N,\N,\N,\N,\N,\N
491224,4118600,41186,Tricoci University of Beauty Culture-Janesville,Janesville,WI,53548,National Accrediting Commission of Career Arts and Sciences,www.tricociuniversity.edu/,www.tricociuniversity.edu/admissions-financial-aid/beauty-school-calculator/,1,3,42.679712,-89.04895,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,56,0.5536,1,\N,\N,18407,\N,\N,18369,\N,\N,17775,\N,\N,23886
491233,4267100,42671,Unlimited Cosmetology School,Hattiesburg,MS,39401,National Accrediting Commission of Career Arts and Sciences,www.unlmtdcosmetologyschoolms.com/,www.unlmtdcosmetologyschoolms.com/,1,3,31.325283,-89.304277,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,36,0.2778,1,\N,\N,13600,\N,\N,\N,\N,\N,\N,\N,\N,\N
491242,4266300,42663,Johnny Matthew's Hairdressing Training School,Salem,OR,97301,National Accrediting Commission of Career Arts and Sciences,www.johnnymatthews.com/,johnnymatthews.com/net-price-calculator/,1,3,44.941812,-123.038361,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,55,0,1,\N,\N,14000,\N,\N,\N,\N,\N,\N,\N,\N,\N
491251,4276400,42764,The Culinary School of Fort Worth,Fort Worth,TX,76116,Accrediting Council for Continuing Education & Training,https://www.csftw.edu/,https://www.csftw.edu/npcalc.htm,1,3,32.724044,-97.428672,0.76,0.76,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,72,0,1,\N,\N,17575,\N,\N,\N,\N,\N,\N,\N,\N,\N
491260,4274700,42747,Centralia Beauty College,Centralia,WA,98531,National Accrediting Commission of Career Arts and Sciences,www.centraliabeautycollege.com/,www.centraliabeautycollege.com/net-price-calculator.html,1,3,46.714769,-122.955164,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,26,0.3077,1,\N,\N,14450,\N,\N,\N,\N,\N,\N,\N,\N,\N
491288,389600,3896,University of Wisconsin-Milwaukee Flex,Milwaukee,WI,53201,Higher Learning Commission,https://flex.wisconsin.edu/,https://flex.wisconsin.edu/tuition-financial-aid/tuition/net-price-calculator/,1,1,43.076848,-87.880488,1,0.787,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1105,590,0.9169,1,6750,6750,\N,0.625,\N,41703,\N,\N,46026,\N,\N,50707
491297,501500,5015,University of Wisconsin-Parkside Flex,Kenosha,WI,53141,Higher Learning Commission,https://flex.wisconsin.edu/,https://flex.wisconsin.edu/tuition-financial-aid/tuition/net-price-calculator/,1,1,42.645603,-87.855007,\N,0.6631,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1050,145,0.9034,1,6750,6750,\N,0.5,\N,38442,\N,\N,41323,\N,\N,43186
491394,2306812,23068,Miller-Motte College-Edge Tech Academy,Arlington,TX,76010,Accrediting Commission of Career Schools and Colleges,https://edgetechacademy.edu/,disclosure.edgetechacademy.edu/NPC/NetPriceCalculator-edgetechacademy.html,24,3,32.708476,-97.060733,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,67,0.0149,1,\N,\N,5000,\N,\N,24668,\N,\N,26537,\N,\N,28204
491446,2582000,25820,Bnos Zion Of Bobov Seminary,Brooklyn,NY,11219-3621,Association of Institutions of Jewish Studies,https://www.bnoszionbobov.com/,https://bnoszionbobov.com/wp-content/uploads/Net Price 18.html,1,2,40.633353,-73.991157,0.8417,0.8417,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,131,0,1,8400,8400,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
